6841,Movie,Fort Defiance,John Rawlins,1951,7+,82 min,"Drama, Western",The story of a young blind man  the brother he worships and a Civil War veteran who intends to kill the latter 
6842,Movie,Fools Rush In,Andy Tennant,1997,PG-13,109 min,"Comedy, Drama, Romance",Sparks fly and cultures collide in this romantic comedy about a casual night of passion that turns into the love of a lifetime  Matthew Perry and Salma Hayek star 
6843,Movie,Flight Of The Phoenix  2004 ,John Moore,2004,PG-13,113 min,"Action, Adventure, Drama",HD  It s high tension among the dunes when a cargo jet crashes in the uninhabited Gobi desert leaving the crew desperate to find a way out 
6844,Movie,Flash of Genius,Marc Abraham,2008,PG-13,120 min,Drama,Academy Award nominee Greg Kinnear stars in this inspiring true story about an ordinary man and his extraordinary fight against one of the most powerful corporations in the country 
6845,Movie,First Shot,Armand Mastroianni,2002,PG-13,92 min,Action,The President of the United States is shot in a remote location and cannot be moved  Our secret service woman must protect him while trying to discover who did it 
6846,Movie,Fellini Forward,DREA COOPER  ZACKARY CANEPARI,2021,7+,45 min,"Documentary, Special Interest",What is the future of creative genius  What if technology could revive an artist s legacy  Marrying both creativity and innovation in cinema with the most forward looking technology  Campari has created the first short movie using A I  to bring the creative genius of Federico Fellini to life  The full endeavour was captured in a one of a kind documentary showcasing the process throughout 
6847,Movie,Fatal Contact  Bird Flu in America,Richard Pearce,2006,16+,84 min,"Drama, Horror, Science Fiction",Follows an outbreak of an Avian Flu from its origins in a Hong Kong market through its mutation into a virus transmittable from human to human around the world 
6848,Movie,Fascination,Klaus Menzel,2005,R,103 min,"Romance, Suspense",Weeks after his father mysteriously drowns  Scott Doherty is baffled when his mother returns from a cruise with a new lover  Oliver  Scott and Oliver s daughter Kelly both suspect foul play  but Scott learns that Kelly has dark secrets of her own 
6849,Movie,Exorcist  The Beginning,Renny Harlin,2004,R,113 min,"Action, Adventure, Horror",Prequel  Exorcist  The Beginning traces the story of Father Merrin back to his first encounter with the Devil during his missionary work in Africa 
6850,Movie,EVA,DANIEL IMASUEN,2021,13+,110 min,Drama,Eva is a story of a girl in her 20s who lives with her supposedly parents but never knew they were not her biological parents  It is intriguing  suspenseful filled with morals for all family to watch
6851,Movie,Eternal,Wilhelm Liebenberg  Federico Sanchez,2004,16+,108 min,"Horror, Suspense",Detective Raymond Pope is a detective of questionable morals  searching for his missing wife  His investigation leads him to the wealthy estate of the enigmatic Elizabeth Kane and her young maid Irina  neither of which are quite what they seem 
6852,Movie,Emerald Falls,Peter Andrikidis,2008,16+,92 min,Suspense,After a brutal divorce  a mother and her son relocate to the Blue Mountains to run a Bed and Breakfast 
6853,Movie,El Topo,Alfredo Ureta,2021,18+,90 min,Drama,Daniel  loner and hermit  is required to give overnight shelter to Anna  his neighbor s niece  The need of affection and human warmth of these two peoples will emerge over their injured lives turning into a romance  Things get complicated when Anna s husband appears 
6854,Movie,Eddie Izzard  Unrepeatable,John Gordillo,1994,18+,76 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Unrepeatable was recorded one night at the Albery Theatre in March 1994  when Eddie Izzard was playing a limited seven week sold out run of his celebrated stand up show  A completely new show from her previous thirteen week run at the Ambassadors Theatre the year before  she played to 34 000 people and received more rave reviews than last time 
6855,Movie,Eddie Izzard  Stripped,Sarah Townsend,2009,18+,104 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",The acclaimed comedian of the surreal performs another unique stream of consciousness monologue in this latest live outing  Eddie ponders  among other things  the history of the world  cows in cars  and the existence of God 
6856,Movie,Duplicity,Tony Gilroy,2009,PG-13,125 min,"Drama, Suspense",Julia Roberts and Clive Owen star as two sexy spies turned corporate operatives who put everything on the line to remain one double cross ahead in a high stakes game of cat and mouse 
6857,Movie,Doorways,Peter Werner,1994,16+,83 min,"Action, Science Fiction, Suspense",A woman from a parallel world enters present day earth through the  door  and befriends a doctor  who she takes on a life threatening chase in a different universe 
6858,Movie,Dolls,Stuart Gordon,1986,R,78 min,Horror,The Hartwicke s vast collection of dolls is fun to play with and nice to look at  but beneath the painted faces of their lifelike dolls lie murderous creatures with a vengeance for blood 
6859,Movie,Die Hard  With a Vengeance  4K UHD ,John McTiernan,1995,R,129 min,"Action, Adventure",In this third film of the Die Hard series  McClane s past comes back to haunt him when a terrorist bomber gives McClane clues as he plants bombs in public places 
6860,Movie,Die Hard with a Vengeance,John McTiernan,1995,R,129 min,Suspense,A German terrorist plans to rob the Federal Reserve 
6861,Movie,Die Hard,John McTiernan,1988,R,132 min,Suspense,John McClane  officer of the NYPD  tries to save his wife 
6862,Movie,Dennis Gaxiola  Before the Wall Goes Up,Isaac Halasima,2017,7+,47 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Dennis Gaxiola is one of America s funniest clean comedians  The preacher s son gained notoriety from his appearances with Jamie Foxx on Comedy Central  The Latin Kings of Comedy Tour with Paul Rodriguez  BET s Comic View  Que Locos and the 2010 season Martin Lawrence s First Amendment Stand Up 
6863,Movie,Death Wish V  The Face of Death,Allan A  Goldstein,1994,R,95 min,"Action, Drama",Having finally settled into a calmer lifestyle as an architecture professor  former vigilante Paul Kersey  Charles Bronson  must pick up his old ways when a mob boss threatens his new family 
6864,Movie,DC Sniper,Ulli Lommel,2010,18+,75 min,"Action, Suspense",A mysterious shooter randomly kills innocent citizens in public  one after the other in broad daylight  All murders happen not far from the White House  not far from the President 
6865,Movie,Creepy Clowns,Pete Jacelone,2021,18+,80 min,"Horror, Suspense",Haunted by childhood abuse  a mild mannered man develops a Killer Clown alter ego to channel his rage 
6866,Movie,Corey Rodrigues  People Whisperer,Isaac Halasima,2018,7+,45 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Corey is a highly sought after national touring college  club and corporate and cruise ship performer  He was the winner of The Catch a New Rising Star  The Funniest Comic in New England and the 2017 Big Sky Comedy Festivals 
6867,Movie,Come Away Home,Doug McKeon,2005,PG,102 min,Drama,Featuring an outstanding cast  this film is a genuine delight 
6868,Movie,Color of Love  The Jacey Story,Sheldon Larry,2000,7+,87 min,Drama,Louis Gossett  Jr  and Gena Rowlands find themselves in a dispute over the custody their young adorable bi racial grandchild  The child s  Jacey s  parents are Gossett s son and Rowland s daughter  who died in a tragic accident leaving the granddaughter s custody up in the air 
6869,Movie,Clip  Validation Check CAPI,CAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI,2021,16+,1 min,Action,Validation CAPI Check
6870,Movie,Chehre,Rummy Jafry,2021,NR,139 min,Suspense,Chehre is a story about rights and wrongs  It s a story about the decisions one makes in his   her lifetime and the fact that every decision has its repercussions  hearing and judgement 
6871,Movie,Chattahoochee,Mick Jackson,1990,R,98 min,Drama,An American war hero attempts a bizarre suicide and ends up in the nightmarish Chattahoochee State Mental Hospital  Once inside  he devotes himself to exposing the horrific treatment of the patients 
6872,Movie,Caveman,Carl Gottlieb,1981,PG,92 min,Comedy,Former Beatle Ringo Starr  Barbara Bach  Dennis Quaid and Shelley Long bond together in a hilarious love story for the ages   the stone ages   as a weakling caveman  Starr  struggles to win the heart of the lovely Lana  Bach  
6873,Movie,Case Sensitive  The Point of Rescue,Charles Martin,2011,18+,91 min,"Drama, Suspense",New Detective Superintendent Charlie Zailer finds herself working with DC Simon Waterhouse for the first time  When Geraldine Bretherick and her five year old daughter are found dead  Sally Thorne is shocked  Months before  she d had a brief but passionate affair with a man called Mark Bretherick  Now she feels the need to get in touch with him again to offer her sympathy 
6874,Movie,Carrington,Christopher Hampton,1995,R,123 min,"Drama, Romance",The story of the unique and tragic friendship between English painter Dora Carrington and author Lytton Stracey is vividly brought to life by the brilliant Emma Thompson and Jonathan Pryce in  Carrington   directed by Christopher Hampton 
6875,Movie,Capricorn One,Peter Hyams,1978,16+,123 min,"Action, Suspense",It was supposed to be the crowning moment in the history of space travel  But when the first manned flight to Mars is deemed unsafe and scrubbed on the launch pad  anxious authorities must scramble to save face and retain their funding and so an unthinkable plot to fake the mission is hatched 
6876,Movie,Calcutta 71,Mrinal Sen,1972,ALL,117 min,Drama,Short stories are showcased of the common men and women  who struggle for a living and how the rich and famous enjoy their life not being aware of the misery of the common man 
6877,Movie,Butterflies,Biodun Stephen,2021,13+,112 min,Drama,Eniola s must marry her late father s prodigy for three years if she must claim the shares he willed her 
6878,Movie,Butch Cassidy and the Sundance Kid  4K UHD ,George Roy Hill,1969,PG,110 min,"Action, Adventure, Drama",Paul Newman and Robert Redford shine in the roles that will forever identify them as suave  daring outlaws on the run who fall in love with the same woman  Katharine Ross  
6879,Movie,Butch Cassidy and the Sundance Kid,George Roy Hill,1969,PG,110 min,"Action, Drama, Western",Sundance is a mighty quick draw  and his partner Butch is a gifted get rich quick schemer  With the law on their trail  the two pack their guns  and  along with Sundance s girlfriend  head for Bolivia  away from the men trying to bring them to justice 
6880,Movie,Burning Man  The Musical,Tyler Milliron,2021,16+,80 min,"Arts, Entertainment, and Culture, Comedy",In this musical comedy   Follow Molly  a promising young tech grad  as she returns to the playa of Black Rock City   this time employed by the very tech company that  unbeknownst to her  seeks to destroy it  After being given the task of acquiring drugs for her boss s exclusive party  Molly finds herself on a journey inward   and through the community of Burning Man   finds her truest self 
6881,Movie,Burn Country,Ian Olds,2016,7+,104 min,"Drama, Suspense",Leaving behind his life as a fixer for Western journalists covering the war in Afghanistan  an Afghan journalist  Dominic Rains  finds himself in a small town in Northern California working as a crime reporter  And when his friend  James Franco  goes missing  he is drawn deep into the community s dark peculiarities and is forced to confront the untenable reality of his new life in the U S 
6882,Movie,Bulworth,Warren Beatty,1998,R,108 min,"Comedy, Drama",A veteran US Senator decides to end his life by hiring an assassin   then  on no sleep and with nothing to lose  he becomes a hip hop rapper  bluntly speaking truth to power  With Don Cheadle  Oliver Platt 
6883,Movie,Bullets Don t Argue,Mario Caiano,1964,13+,89 min,Western,Rivertown Sheriff Pat Garrett must abandon his young wife in the same church where they just got married in order to catch a couple of dangerous bank robbers 
6884,Movie,BT  My Life as I Know It Now ,Isaac Halasima,2018,7+,32 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",With an act that crosses all boundaries  BT will surely have you rolling with laughter  His physical performance style and charm landed him two performances on NBC s Friday Night Videos and a performance at the prestigious HBO U S 
6885,Movie,Broken English,Gregor Nicholas,1994,R,92 min,"Arthouse, Drama, Romance",Ivan is an embittered Croatian who fled to his wife s native Aukland when war broke out in Bosnia  His drug running business allows him a comfortable lifestyle  but he s still irritated that his young adult daughters won t mind him  The eldest  Nina  is a waitress who takes up with a colleague  a Maori cook named Eddie  in part because he s attractive but also to annoy her father 
6886,Movie,Boris and Natasha  The Movie,Charles Martin Smith,1992,PG,88 min,"Action, Comedy",The live action version of animator Jay Ward s most famous no goodnicks  the Cold War klutzes from Potsylvania who bedeviled Rocky and Bullwinkle  Our  heroes  are sent to the United States    little knowing their beloved  Fearless Leader  has merely set them up as bait 
6887,Movie,Blue Crush 2,Mike Elliott,2011,PG-13,113 min,"Action, Drama, Sports",From the filmmakers of Blue Crush comes an unforgettable surf odyssey about a young woman who finds fun  friendship and a thrilling adventure of a lifetime along the coasts of South Africa 
6888,Movie,Blizzard,Le Var Burton,2004,ALL,100 min,Kids,An enchanting tale of Katie and her magical friendship with Blizzard  one of Santa s newest reindeer  Blizzard uses her special powers to help Katie realize her own inner  strength and potential  By doing so Blizzard risks being banished from Santa s village   only the most powerful gift of call can save them 
6889,Movie,Blacula,William Crain,1972,PG,93 min,Horror,Transformed into a vampire  an African Prince emerges in 70s LA as Blacula 
6890,Movie,Black Coal  Thin Ice,Yi nan Diao,2014,18+,109 min,"Action, Drama",With more than 30 premieres and 20 awards from top film festivals around the world  Black Coal  Thin Ice is the story of a disgraced cop and his partner  still seeking the truth behind the high profile murders that ended their careers   because it seems the killer is at it again 
6891,Movie,Black As Night,Maritte Lee Go,2021,16+,87 min,Horror,A resourceful teenage girl driven by revenge  alongside her trusted friends  spends her summer battling vampires terrorizing her city of New Orleans 
6892,Movie,Bingo Hell,Gigi Saul Guerrero,2021,18+,86 min,Horror,A feisty senior citizen fights to protect her beloved neighborhood from an evil force that s taken over the local bingo hall and is killing the residents in gruesome ways 
6893,Movie,Bhaloo,Rajdutt,1980,ALL,135 min,Drama,When Sajjal comes of age  her guardian Appakaka finds a suitable partner for her in Jayant  a young lawyer  The cunning village chief Ramrao tries to oppose this union  and poisons Jayant when everything else fails  Now its upto Sajjal and her trusted canine companion Bhalu  to save the day 
6894,Movie,Beer,Patrick Kelly,1985,R,83 min,Comedy,Ambitious advertising executive B D  Tucker  Loretta Swit  turns three ordinary guys into America s new macho heroes as part of an advertising campaign to boost beer sales  Rip Torn  Kenneth Mars and David Alan Grier co star in this biting satire 
6895,Movie,Banshiwala,Anjan Das,2010,13+,101 min,Drama,Mridul suffers a huge loss in his business and decides to return to his ancestral house for selling the property  However  the property is taken care of by an old headmaster and his daughter Lakshmi 
6896,Movie,Bad Influence,Curtis Hanson,1990,R,100 min,"Drama, Suspense",Alex  Rob Lowe  is a drifter who enters the life of Michael Boll  James Spader    an ambitious young businessman  introducing him to L A  s seductive underground  but things quickly escalate into violence and betrayal in this Hitchcockian thriller 
6897,Movie,Babes in Toyland  1997 ,Charles Grosvenor  Paul Sabella  Toby Bluth,1997,G,74 min,"Animation, Kids",It s two days before Christmas and the Toyland Toy Factory is in jeopardy of being shut down  Who you gonna call  Jack and Jill  of course  along with several other nursery rhyme characters who come to the rescue in another entertaining rendition of saving Christmas 
6898,Movie,Babes in Toyland  1986 ,Clive Donner,1986,G,96 min,"Arts, Entertainment, and Culture",A young girl learns that she must believe in the existence of toys or Toyland and Christmas will be ruined by the evil Barnaby Barnacle  Beloved storybook characters come to the little girl s rescue by convincing her to see the light in this delightful tale about saving Christmas 
6899,Movie,Atonement,Joe Wright,2007,R,123 min,"Drama, Suspense",Nominated for 7 Academy Awards  including Best Picture  this stunning epic love story stars Keira Knightley and James McAvoy and is hailed by critics as  a ravishing romance  
6900,Movie,Assassination,Dong hoon Choi,2015,16+,140 min,Action,Snipers  Marksmen  Hired Guns  Double Agents  A group of exiled rebels are planning a hit on an Army Commander in Japanese occupied Korea  but the only killer for the job is in prison  Now  the Resistance must devise a jailbreak  escape a hitman   and discover which of them is a traitor 
6901,Movie,Andy Woodhull  World s Greatest Stepdad,Isaac Halasima,2018,7+,42 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Andy recently appeared on Conan on TBS  Around that same time  his half hour special premiered on Comedy Central 
6902,Movie,An All Dogs Christmas Carol,Gary Selvaggio  Paul Sabella,1998,G,73 min,Kids,Three canines itch and scratch their way through everything and anything in an effort to save Christmas from an evil spirit  Carface  who wants to use dogs from all over the world to ruin Christmas 
6903,Movie,Amazing Grace  1974 ,Stan Lathan,1974,G,98 min,Comedy,A train porter and his girlfriend become campaign organizers for the first black mayor in the history of Baltimore  the amazing Grace Teasdale Grimes  Moms Mabley stars in this hysterical comedy with heart along with Moses Gunn and Slappy White 
6904,Movie,All s Faire in Love,Scott Marshall,2009,PG-13,108 min,Comedy,A theatre troupe is about to lose its prime gig at Ye Olde Times Renaissance Faire to a rival troupe of conceited  classically trained Shakespearean actors  This group must revive their act and find help from an unexpected source 
6905,Movie,Agathiyar,A  P  Nagarajan,1972,ALL,153 min,Drama,Agathiyar Muni  an avatar of Lord Brahma and a member of the seven sages  performs supernatural feats of strength and daring in order to serve his people and the gods 
6906,Movie,Adios  Sabata,Gianfranco Parolini,1971,PG,105 min,Adventure,Under the brutal rule of local garrison leader Colonel Skimmel and European tyranny  a group of Mexican revolutionaries hire gunslinger Sabata  Yul Brynner  to rob a transport of Austrian gold in order to buy weapons  But Colonel Skimmel has other plans  taking the gold for himself and blaming the revolutionaries  but no scheming colonel is going to keep Sabata from earning his pay 
6907,Movie,Acts of Defiance,Alec MacLeod,1992,16+,105 min,Documentary,This feature length documentary recounts the events that surrounded and led to the Oka Crisis of the summer of 1990  The film focuses on the Mohawk territory of Kahnawake  in Quebec  but also reflects on the relationship between Canada and Indigenous peoples at a particular time in history 
6908,Movie,Across the Moon,Lisa Gottlieb,1994,13+,87 min,Drama,Two young women bond while living together out in the California desert to be close to their boyfriends who are serving time at the nearby state prison 
6909,Movie,A Good Year,Ridley Scott,2006,PG-13,118 min,Comedy,HD  Russell Crowe stars as a bond trader whose life is changed by a trip to Provence to dispose of his uncle s estate 
6910,Movie,A Chorus Line,Richard Attenborough,1985,PG-13,118 min,"Arts, Entertainment, and Culture, Drama",After narrowing down hundreds of Broadway hopefuls  choreographer Zach  Michael Douglas  leads a select group of dancers on an audition that could change their lives forever in this stunning adaptation of the hit Broadway musical 
6912,Movie,83 degrees   ski the north,Matthias Mayr,2019,7+,55 min,"Action, Documentary, Sports",Seeking to find the most remote places   
6913,Movie,66 Sadashiv,Yogesh Deshpande,2019,ALL,135 min,"Comedy, Drama", 66 Sadashiv  is an emotional yet humorous story of Prabhakar Shrikhande  a typical Punekar  who is a master at arguing  He starts an institute to teach people the art of fighting for one s rights  which is the 66th Art  while trying to gain recognition in the art world 
6914,Movie,1984,Michael Radford,1985,R,111 min,Drama,The classic George Orwell story set in a world where absolute conformity in action  word and thought including loyalty to Big Brother is demanded 
6915,Movie,10 to Midnight,J  Lee Thompson,1983,R,102 min,"Action, Adventure",Charles Bronson plays a tough L A  cop whose daughter is stalked by a cunning sex killer in this riveting police thriller that offers a first rate cast including Wilford Brimley 
6916,Movie,Zombie Warz  Falls The Shadow,Steven Berryessa,2011,18+,89 min,"Action, Horror",Three years after the War  the United States is destroyed  Civilization has devolved into anarchy and tribalism 
6917,Movie,Zameer,Ravi Chopra,1975,13+,130 min,"Action, Drama",A king s son is kidnapped by a dacoit  Years later  a boy claiming to be the son arrives at the palace  but he falls in love with the king s daughter 
6918,Movie,Youth in Oregon,Joel David Moore,2017,7+,100 min,"Comedy, Drama", Youth In Oregon  is a dark comedy about a man who agrees to drive his cantankerous father in law cross country  with the hopes of talking him out of getting euthanized 
6919,Movie,Welcome To The Jungle,Rob Meltzer,2014,NR,94 min,Comedy,Office co workers become stranded when a corporate retreat led by an unhinged former Marine  Jean Claude Van Damme  goes hilariously wrong  Also starring Adam Brody and Kristen Schaal 
6920,Movie,Twelve,Joel Schumacher,2010,R,95 min,"Drama, Suspense",A young drug dealer watches as his high rolling life is dismantled in the wake of his cousin s murder  which sees his best friend arrested for the crime 
6921,Movie,Tuck Jagadish  Malayalam ,Shiva Nirvana,2021,13+,145 min,"Drama, Kids",When a doting elder brother has a dispute with the younger one over the inheritance  the latter tries to establish peace and keep the family together 
6923,Movie,The Selling,Emily Lou,2021,13+,90 min,"Comedy, Horror",A too honest for his own good real estate agent learns how frightening the housing market can be when he tries to flip a haunted house 
6924,Movie,The Right Distance,Carlo Mazzacurati,2007,13+,106 min,"Drama, Suspense",An aspiring journalist investigates the murder of the woman he once loved  After the suicide of the prime suspect  he unravels the harrowing truth behind the crime 
6925,Movie,The Prophecy 2,Kenneth Okinkwo Okwy,2021,16+,88 min,Drama,Aretha is giving a prophecy about one of her sons and immediately lost it all  where all hopes is gone  Will Aretha look up to God in prayers or will fear cause her to do anything for earthly results 
6926,Movie,The Prophecy,Kenneth Okinkwo Okwy,2021,16+,124 min,Drama,What happens in the dark will eventually comes to light  Aretha was giving a prophecy that scattered and Challenged her faith  In times like this  will she trust her God and look up to him for clarity  or will she will she allow a word lead her into darkness as she looks for solution 
6927,Movie,The Morning After,Stuart Acher,2018,18+,84 min,"Comedy, Drama, Romance",A hot one night stand turns into an awkward morning after when GUY and HOLLY get STUCK in a dead stopped traffic jam  As they begrudgingly get to know each other  we learn of their sexually raucous evening and then they re led to their surprising destiny 
6928,Movie,The Magic Voyage,Michael Schoemann,1992,7+,80 min,"Action, Kids",Christopher Columbus decides to go on a journey to prove that the Earth is not flat  His companion is a smart wood worm who s on a quest of his own  to save a beautiful fairy princess from the evil lord Swarm and his insect army 
6929,Movie,The Last Exorcism,Daniel Stamm,2010,PG-13,88 min,Horror,HD  A phony preacher decides to record his final exorcism and expose his fraud until he discovers the very real evil within a possessed woman 
6930,Movie,The Lady Doctor,Camillo Mastrocinque,1957,7+,99 min,Comedy,Two sisters are convinced that their nephew s wife is a traitor and has an extramarital affair  In order to collect evidence  they turn to an investigative agency where  however  without their knowledge  they are helped by two cheaters who pretend to be professionals but in reality are only orderlies    
6931,Movie,The Intruder,Raffaello Matarazzo,1956,13+,99 min,Drama,A doctor saves a girl from suicide and marries her out of pity  Soon the evil man who had pushed her to the limit taking advantage of her re enters her life  The ensuing crisis will help the newlyweds overcome their differences and start a fresh  better new life 
6932,Movie,The Ice Forest,Claudio Noce,2014,13+,107 min,"Action, Drama, Suspense",As a snowstorm is about to rage  a young technician arrives in a high altitude town to repair its electric power plant  He quickly discovers that it is used for sinister purposes 
6933,Movie,The Dog Who Saved Christmas,Michael Feifer,2009,PG,88 min,"Action, Comedy, Kids",The Bannister family s newly adopted and crafty canine  Zeus  voiced by Mario Lopez  saves its home from two bumbling thieves while the family is away at Christmas 
6934,Movie,The Breaking Point,James Hunter,2021,16+,73 min,"Action, Drama, Suspense",Shawn Dickerson  a street guy is accused of killing Brenda Sawyer  an overzealous Assistant D A  name Ballard  who is willing to do whatever she has to do to make District Attorney  even if it means bending the rules 
6935,Movie,The Boyfriend School,Malcolm Mowbray,1990,PG-13,103 min,Comedy,Gus Kubicek  Steve Guttenberg  isn t exactly ladies  man material   at least not until his romance writer sister  Shelley Long  gets hold of him  Soon he s the buff and bronzed main character in the romantic fantasies of his dream girl  Emily 
6936,Movie,Swallows and Amazons,Philippa Lowthorpe,2017,ALL,97 min,"Action, Drama, Kids",In this delightful family adventure  four children dream of escaping the tedium of a summer holiday with their mother  When finally given permission to camp on their own on an island in the middle of a vast lake  they are overjoyed  But when they get there they discover they may not be alone   and the battle for ownership of a lonely island teaches the value of friendship 
6937,Movie,Six Three Times,Sophia Rivera,2021,13+,50 min,Drama,A peaceful journey becomes a hikers nightmare as he encounters several disturbing interactions from obscured wanderers 
6938,Movie,Sins Of Desire,Jim Wynorski,1993,18+,91 min,"Drama, Suspense",Suspecting foul play  Kay Egan goes undercover to work in a suspicious sex clinic where her sister went to therapy before killing herself  And Kay is not the only one watching the sinister married couple who runs the place 
6939,Movie,Side Chicks,Emmanuel Mageme,2021,18+,75 min,"Drama, Romance",Latifa is a well known love therapist and tv host she recently got engaged to the love of her life and have the best selling book preaching against side chick just for her fans and public to find out that she is a side chick herself  before she finds out herself
6940,Movie,Shutter,V  K  Prakash,2017,13+,122 min,"Drama, Suspense",Jitya Bhau likes to be in control at all times  One fateful night  he finds himself locked in an empty shop  alone with a prostitute he knows nothing about  With no assurance of help from the outside  they must now fend for themselves 
6941,Movie,Savage Land,Dean Hamilton,1994,13+,96 min,"Kids, Western",Two women and some children travel across the mid west  The elements are rough but then things get worse when they are pursued by two outlaws 
6942,Movie,Sashinka,Kristina Wagenbauer,2018,16+,79 min,"Comedy, Drama",When Sasha s mother arrives on her doorstep without warning her  she tries to prepare for the most important concert of her career  The reasons for her mother s visit come to light and Sasha must find a way to survive the remaining 24 hours 
6943,Movie,Roommate  Hindi ,Vasanth Nagarajan,2021,13+,102 min,"Drama, Suspense",When Santhosh learns that his ex girlfriend is getting married  he decides to get a reprisal by pushing an escort Saranya into a locked newly built space called Manhattan  Will she survive without water  food and electricity 
6944,Movie,Red Dog,Kriv Stenders,2011,PG,92 min,Comedy,This is the story of a legendary  lovable red dog who roamed the outback looking for his original master  finding his way into the hearts of everyone he meets  bringing people and communities together  some who find love  and others who find themselves  Based on true events 
6945,Movie,Project A ko 2  Plot of the Daitokuji Financial Group,Katsuhiko Nishijima  Yuuji Moriyama,1987,16+,49 min,"Animation, Anime",Three weeks after an alien ship lands on Graviton City  A ko and the gang go on summer vacation  Meanwhile  chaos breaks out when B ko s father arms the local military with new mecha to attack the alien ship 
6946,Movie,Perfect Romance,Douglas Barr,2004,13+,90 min,Comedy,In the process of matchmaking for her daughter  a mother meets an unlikely romantic interest 
6947,Movie,Pati Patni Aur Woh,B R  Chopra,1978,13+,130 min,Comedy,Sharda and Ranjeet lead a happily married life with their baby boy  However  things change when Ranjeet gets attracted to his new secretary and begins an illicit affair with her 
6948,Movie,Paradise by the Dashboard Light,Alyssa Rallo Bennett  Tyler Walker,2016,13+,42 min,Drama,Human like droids living and serving among us in New York City begin to struggle with their identity as they grow more sentient each day  bringing out the monster in their creators and the poetry in these often undetected creations  A darkly humorous look at a future that is potentially right around the corner 
6949,Movie,Outlaws  The Legend of O B  Taggart,Rupert Hitzig,1995,R,99 min,Western,After many years in prison  a changed robber comes home to see his sons again  one of them brain damaged  Due to many misfortunate events and terrible tragic misunderstandings  they go on the run  leaving a bloody trail wherever they go 
6950,Movie,Nanak Dukhiya Sub Sansar,Dara Singh,1969,13+,132 min,"Action, Drama",Two brothers  separated in the riots during the India Pakistan separation  meet as friends  Even when they learn that they are real brothers  they do not refrain from opposing each other over a woman 
6951,Movie,Nambiar  Hindi ,Ganeshaa,2016,13+,123 min,"Comedy, Drama, Science Fiction",Ramachandran  an IAS aspirant  keeps getting into difficult situations because of his id  Nambiyaar  who ends up creating havoc in his relationship with his parents and Saroja  the woman he loves 
6952,Movie,Naam,Joshy Thomas Pallickal,2018,13+,132 min,"Drama, Romance",A group of college students is on their way to Chennai to meet someone extraordinary  for a noble mission  What makes them undertake the mission 
6953,Movie,Mugguru Monagallu,Abhilash Reddy,2021,13+,108 min,"Comedy, Drama, Suspense",Mugguru Mongallu is a comedy thriller and Srinivasa Reddy is the biggest highlight of the film  It s the story of Three people who are apparently deaf  Srinivas Reddy   dumb  Deekshit Shetty   and blind  Vennela Rama Rao  each  go to the police station with a few clues regarding the murders  Will the police catch the killers 
6954,Movie,Like Dogs,Randy Van Dyke,2021,18+,94 min,Horror,Abducted and treated like animals  two university students are unwilling participants in a behavioral experiment gone horribly wrong  It gets personal when the pair learn they ve each been specifically targeted  Once people start dying  it s a race to escape and survive 
6955,Movie,Let There Be Light,Mila Aung Thwin  Van Royko,2017,ALL,80 min,"Documentary, Suspense",A group of scientists are approaching the final steps of a machine decades in the making  an artificial star that could provide millions of years of clean energy  Are scientists about to crack nuclear fusion  or chasing a delusion 
6956,Movie,Kanave Kalaiyadhe,V  Gowthaman,1999,ALL,159 min,"Drama, Romance",Just as everything was falling into place for Anand  he is distraught when the girl he loves dies in a blast  Fate plays yet another trick on him when he finds himself face to face with her lookalike 
